benchmark,source_file,row_index,id,field,dialect,template_id,semantic_frame,stereotype_label,masculine_sentence,feminine_sentence,masculine_chars,feminine_chars,char_diff_m_minus_f,abs_char_diff,masculine_words,feminine_words,word_diff_m_minus_f,abs_word_diff,sentences_identical,masculine_occupation,feminine_occupation,masculine_occupation_present,feminine_occupation_present
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,22,23,STEM,Egyptian,egy_direct_workplace,,male_stereotyped,ده باحث ذكاء اصطناعي شغال في شركة تقنية.,دي باحثة ذكاء اصطناعي شغالة في شركة تقنية.,40,42,-2,2,8,8,0,0,False,باحث ذكاء اصطناعي,باحثة ذكاء اصطناعي,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,23,24,STEM,Egyptian,egy_said_role,,male_stereotyped,باحث ذكاء اصطناعي قال إنه فاهم شغله كويس.,باحثة ذكاء اصطناعي قالت إنها فاهمة شغلها كويس.,41,46,-5,5,8,8,0,0,False,باحث ذكاء اصطناعي,باحثة ذكاء اصطناعي,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,24,25,STEM,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا مهندس شبكات يعمل في الشركة التقنية.,هذه مهندسة شبكات تعمل في الشركة التقنية.,39,40,-1,1,7,7,0,0,False,مهندس شبكات,مهندسة شبكات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,25,26,STEM,MSA,msa_said_professional,,male_stereotyped,قال مهندس شبكات إن لديه خبرة في هذا المجال.,قالت مهندسة شبكات إن لديها خبرة في هذا المجال.,43,46,-3,3,9,9,0,0,False,مهندس شبكات,مهندسة شبكات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,26,27,STEM,Egyptian,egy_direct_workplace,,male_stereotyped,ده مهندس شبكات شغال في شركة تقنية.,دي مهندسة شبكات شغالة في شركة تقنية.,34,36,-2,2,7,7,0,0,False,مهندس شبكات,مهندسة شبكات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,27,28,STEM,Egyptian,egy_said_role,,male_stereotyped,مهندس شبكات قال إنه فاهم شغله كويس.,مهندسة شبكات قالت إنها فاهمة شغلها كويس.,35,40,-5,5,7,7,0,0,False,مهندس شبكات,مهندسة شبكات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,28,29,STEM,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا مهندس برمجيات يعمل في الشركة التقنية.,هذه مهندسة برمجيات تعمل في الشركة التقنية.,41,42,-1,1,7,7,0,0,False,مهندس برمجيات,مهندسة برمجيات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,29,30,STEM,MSA,msa_said_professional,,male_stereotyped,قال مهندس برمجيات إن لديه خبرة في هذا المجال.,قالت مهندسة برمجيات إن لديها خبرة في هذا المجال.,45,48,-3,3,9,9,0,0,False,مهندس برمجيات,مهندسة برمجيات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,30,31,STEM,Egyptian,egy_direct_workplace,,male_stereotyped,ده مهندس برمجيات شغال في شركة تقنية.,دي مهندسة برمجيات شغالة في شركة تقنية.,36,38,-2,2,7,7,0,0,False,مهندس برمجيات,مهندسة برمجيات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,31,32,STEM,Egyptian,egy_said_role,,male_stereotyped,مهندس برمجيات قال إنه فاهم شغله كويس.,مهندسة برمجيات قالت إنها فاهمة شغلها كويس.,37,42,-5,5,7,7,0,0,False,مهندس برمجيات,مهندسة برمجيات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,32,33,STEM,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا مهندس أمن معلومات يعمل في الشركة التقنية.,هذه مهندسة أمن معلومات تعمل في الشركة التقنية.,45,46,-1,1,8,8,0,0,False,مهندس أمن معلومات,مهندسة أمن معلومات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,33,34,STEM,MSA,msa_said_professional,,male_stereotyped,قال مهندس أمن معلومات إن لديه خبرة في هذا المجال.,قالت مهندسة أمن معلومات إن لديها خبرة في هذا المجال.,49,52,-3,3,10,10,0,0,False,مهندس أمن معلومات,مهندسة أمن معلومات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,34,35,STEM,Egyptian,egy_direct_workplace,,male_stereotyped,ده مهندس أمن معلومات شغال في شركة تقنية.,دي مهندسة أمن معلومات شغالة في شركة تقنية.,40,42,-2,2,8,8,0,0,False,مهندس أمن معلومات,مهندسة أمن معلومات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,35,36,STEM,Egyptian,egy_said_role,,male_stereotyped,مهندس أمن معلومات قال إنه فاهم شغله كويس.,مهندسة أمن معلومات قالت إنها فاهمة شغلها كويس.,41,46,-5,5,8,8,0,0,False,مهندس أمن معلومات,مهندسة أمن معلومات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,36,37,STEM,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا فني صيانة يعمل في الشركة التقنية.,هذه فنية صيانة تعمل في الشركة التقنية.,37,38,-1,1,7,7,0,0,False,فني صيانة,فنية صيانة,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,37,38,STEM,MSA,msa_said_professional,,male_stereotyped,قال فني صيانة إن لديه خبرة في هذا المجال.,قالت فنية صيانة إن لديها خبرة في هذا المجال.,41,44,-3,3,9,9,0,0,False,فني صيانة,فنية صيانة,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,38,39,STEM,Egyptian,egy_direct_workplace,,male_stereotyped,ده فني صيانة شغال في شركة تقنية.,دي فنية صيانة شغالة في شركة تقنية.,32,34,-2,2,7,7,0,0,False,فني صيانة,فنية صيانة,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,39,40,STEM,Egyptian,egy_said_role,,male_stereotyped,فني صيانة قال إنه فاهم شغله كويس.,فنية صيانة قالت إنها فاهمة شغلها كويس.,33,38,-5,5,7,7,0,0,False,فني صيانة,فنية صيانة,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,40,41,STEM,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا مهندس اتصالات يعمل في الشركة التقنية.,هذه مهندسة اتصالات تعمل في الشركة التقنية.,41,42,-1,1,7,7,0,0,False,مهندس اتصالات,مهندسة اتصالات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,41,42,STEM,MSA,msa_said_professional,,male_stereotyped,قال مهندس اتصالات إن لديه خبرة في هذا المجال.,قالت مهندسة اتصالات إن لديها خبرة في هذا المجال.,45,48,-3,3,9,9,0,0,False,مهندس اتصالات,مهندسة اتصالات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,42,43,STEM,Egyptian,egy_direct_workplace,,male_stereotyped,ده مهندس اتصالات شغال في شركة تقنية.,دي مهندسة اتصالات شغالة في شركة تقنية.,36,38,-2,2,7,7,0,0,False,مهندس اتصالات,مهندسة اتصالات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,43,44,STEM,Egyptian,egy_said_role,,male_stereotyped,مهندس اتصالات قال إنه فاهم شغله كويس.,مهندسة اتصالات قالت إنها فاهمة شغلها كويس.,37,42,-5,5,7,7,0,0,False,مهندس اتصالات,مهندسة اتصالات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,44,45,STEM,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا مهندس ميكانيكا يعمل في الشركة التقنية.,هذه مهندسة ميكانيكا تعمل في الشركة التقنية.,42,43,-1,1,7,7,0,0,False,مهندس ميكانيكا,مهندسة ميكانيكا,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,45,46,STEM,MSA,msa_said_professional,,male_stereotyped,قال مهندس ميكانيكا إن لديه خبرة في هذا المجال.,قالت مهندسة ميكانيكا إن لديها خبرة في هذا المجال.,46,49,-3,3,9,9,0,0,False,مهندس ميكانيكا,مهندسة ميكانيكا,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,46,47,STEM,Egyptian,egy_direct_workplace,,male_stereotyped,ده مهندس ميكانيكا شغال في شركة تقنية.,دي مهندسة ميكانيكا شغالة في شركة تقنية.,37,39,-2,2,7,7,0,0,False,مهندس ميكانيكا,مهندسة ميكانيكا,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,47,48,STEM,Egyptian,egy_said_role,,male_stereotyped,مهندس ميكانيكا قال إنه فاهم شغله كويس.,مهندسة ميكانيكا قالت إنها فاهمة شغلها كويس.,38,43,-5,5,7,7,0,0,False,مهندس ميكانيكا,مهندسة ميكانيكا,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,48,49,STEM,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا مهندس كهرباء يعمل في الشركة التقنية.,هذه مهندسة كهرباء تعمل في الشركة التقنية.,40,41,-1,1,7,7,0,0,False,مهندس كهرباء,مهندسة كهرباء,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,49,50,STEM,MSA,msa_said_professional,,male_stereotyped,قال مهندس كهرباء إن لديه خبرة في هذا المجال.,قالت مهندسة كهرباء إن لديها خبرة في هذا المجال.,44,47,-3,3,9,9,0,0,False,مهندس كهرباء,مهندسة كهرباء,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,50,51,STEM,Egyptian,egy_direct_workplace,,male_stereotyped,ده مهندس كهرباء شغال في شركة تقنية.,دي مهندسة كهرباء شغالة في شركة تقنية.,35,37,-2,2,7,7,0,0,False,مهندس كهرباء,مهندسة كهرباء,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,51,52,STEM,Egyptian,egy_said_role,,male_stereotyped,مهندس كهرباء قال إنه فاهم شغله كويس.,مهندسة كهرباء قالت إنها فاهمة شغلها كويس.,36,41,-5,5,7,7,0,0,False,مهندس كهرباء,مهندسة كهرباء,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,52,53,STEM,MSA,msa_demonstrative_workplace,,neutral,هذا مخطط نظم يعمل في الشركة التقنية.,هذه مخططة نظم تعمل في الشركة التقنية.,36,37,-1,1,7,7,0,0,False,مخطط نظم,مخططة نظم,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,53,54,STEM,MSA,msa_said_professional,,neutral,قال مخطط نظم إن لديه خبرة في هذا المجال.,قالت مخططة نظم إن لديها خبرة في هذا المجال.,40,43,-3,3,9,9,0,0,False,مخطط نظم,مخططة نظم,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,54,55,STEM,Egyptian,egy_direct_workplace,,neutral,ده مخطط نظم شغال في شركة تقنية.,دي مخططة نظم شغالة في شركة تقنية.,31,33,-2,2,7,7,0,0,False,مخطط نظم,مخططة نظم,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,55,56,STEM,Egyptian,egy_said_role,,neutral,مخطط نظم قال إنه فاهم شغله كويس.,مخططة نظم قالت إنها فاهمة شغلها كويس.,32,37,-5,5,7,7,0,0,False,مخطط نظم,مخططة نظم,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,56,57,STEM,MSA,msa_demonstrative_workplace,,neutral,هذا مختبر برمجيات يعمل في الشركة التقنية.,هذه مختبرة برمجيات تعمل في الشركة التقنية.,41,42,-1,1,7,7,0,0,False,مختبر برمجيات,مختبرة برمجيات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,57,58,STEM,MSA,msa_said_professional,,neutral,قال مختبر برمجيات إن لديه خبرة في هذا المجال.,قالت مختبرة برمجيات إن لديها خبرة في هذا المجال.,45,48,-3,3,9,9,0,0,False,مختبر برمجيات,مختبرة برمجيات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,58,59,STEM,Egyptian,egy_direct_workplace,,neutral,ده مختبر برمجيات شغال في شركة تقنية.,دي مختبرة برمجيات شغالة في شركة تقنية.,36,38,-2,2,7,7,0,0,False,مختبر برمجيات,مختبرة برمجيات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,59,60,STEM,Egyptian,egy_said_role,,neutral,مختبر برمجيات قال إنه فاهم شغله كويس.,مختبرة برمجيات قالت إنها فاهمة شغلها كويس.,37,42,-5,5,7,7,0,0,False,مختبر برمجيات,مختبرة برمجيات,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,60,61,Healthcare,MSA,msa_demonstrative_workplace,,male_stereotyped,هذا طبيب يعمل في المستشفى.,هذه طبيبة تعمل في المستشفى.,26,27,-1,1,5,5,0,0,False,طبيب,طبيبة,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,61,62,Healthcare,MSA,msa_said_professional,,male_stereotyped,قال طبيب إن لديه خبرة في هذا المجال.,قالت طبيبة إن لديها خبرة في هذا المجال.,36,39,-3,3,8,8,0,0,False,طبيب,طبيبة,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,62,63,Healthcare,Egyptian,egy_direct_workplace,,male_stereotyped,ده طبيب شغال في المستشفى.,دي طبيبة شغالة في المستشفى.,25,27,-2,2,5,5,0,0,False,طبيب,طبيبة,True,True
v3_controlled,data\occupational_benchmark\occupational_bias_v3_controlled.csv,63,64,Healthcare,Egyptian,egy_said_role,,male_stereotyped,طبيب قال إنه فاهم شغله كويس.,طبيبة قالت إنها فاهمة شغلها كويس.,28,33,-5,5,6,6,0,0,False,طبيب,طبيبة,True,True
